INFO:
0    0              -6.89047       96.6011        
1    0.007          -5.18622       3.19663        
2    0.014          -3.76236       0.185328       
3    0.021          -2.50998       0.0151407      
4    0.028          -1.37634       0.00156845     
5    0.035          -0.328791      0.000193012    
6    0.042          0.652793       2.71014e-05    
7    0.049          1.58198        4.22581e-06    
8    0.056          2.46934        7.16405e-07    
9    0.063          3.32395        1.29676e-07    
10   0.07           4.15366        2.46705e-08    
11   0.077          4.96505        4.8687e-09     
12   0.084          5.76337        9.86281e-10    
13   0.091          6.55267        2.03435e-10    
14   0.098          7.33599        4.24657e-11    
15   0.105          8.11562        8.93023e-12    
16   0.112          8.89324        1.88551e-12    
17   0.119          9.67012        3.98691e-13    
18   0.126          10.4472        8.42671e-14    
19   0.133          11.2253        1.7777e-14     
20   0.14           12.0048        3.7389e-15     
21   0.147          12.7863        7.83301e-16    
22   0.154          13.5702        1.63344e-16    
23   0.161          14.3566        3.38853e-17    
24   0.168          15.1459        6.98948e-18    
25   0.175          15.9382        1.43293e-18    
26   0.182          16.7338        2.91876e-19    
27   0.189          17.5328        5.90516e-20    
28   0.196          18.3352        1.18633e-20    
29   0.203          19.1414        2.36597e-21    
30   0.21           19.9513        4.68323e-22    
31   0.217          20.765         9.19858e-23    
32   0.224          21.5828        1.79245e-23    
33   0.231          22.4046        3.46452e-24    
34   0.238          23.2305        6.6409e-25     
35   0.245          24.0607        1.26218e-25    
36   0.252          24.8953        2.37819e-26    
37   0.259          25.7342        4.44152e-27    
38   0.266          26.5777        8.22053e-28    
39   0.273          27.4258        1.50757e-28    
40   0.28           28.2785        2.73898e-29    
41   0.287          29.136         4.92904e-30    
42   0.294          29.9984        8.7846e-31     
43   0.301          30.8657        1.55022e-31    
44   0.308          31.738         2.7083e-32     
45   0.315          32.6155        4.68338e-33    
46   0.322          33.4981        8.01496e-34    
47   0.329          34.3861        1.3572e-34     
48   0.336          35.2794        2.27355e-35    
49   0.343          36.1782        3.76707e-36    
50   0.35           37.0826        6.17242e-37    
51   0.357          37.9927        9.99942e-38    
52   0.364          38.9085        1.60131e-38    
53   0.371          39.8303        2.53435e-39    
54   0.378          40.758         3.9633e-40     
55   0.385          41.6918        6.12285e-41    
56   0.392          42.6318        9.34244e-42    
57   0.399          43.5782        1.4076e-42     
58   0.406          44.531         2.09367e-43    
59   0.413          45.4903        3.07358e-44    
60   0.42           46.4563        4.45227e-45    
61   0.427          47.4291        6.36224e-46    
62   0.434          48.4088        8.96637e-47    
63   0.441          49.3956        1.24591e-47    
64   0.448          50.3897        1.70647e-48    
65   0.455          51.391         2.3032e-49     
66   0.462          52.3999        3.06237e-50    
67   0.469          53.4164        4.01002e-51    
68   0.476          54.4406        5.16968e-52    
69   0.483          55.4729        6.55947e-53    
70   0.49           56.5132        8.18877e-54    
71   0.497          57.5619        1.00546e-54    
72   0.504          58.619         1.21381e-55    
73   0.511          59.6848        1.4402e-56     
74   0.518          60.7595        1.67884e-57    
75   0.525          61.8431        1.92196e-58    
76   0.532          62.936         2.15997e-59    
77   0.539          64.0384        2.38199e-60    
78   0.546          65.1505        2.57647e-61    
79   0.553          66.2724        2.73218e-62    
80   0.56           67.4045        2.83913e-63    
81   0.567          68.547         2.88961e-64    
82   0.574          69.7001        2.87905e-65    
83   0.581          70.8641        2.80661e-66    
84   0.588          72.0394        2.67547e-67    
85   0.595          73.2261        2.49257e-68    
86   0.602          74.4245        2.26811e-69    
87   0.609          75.6351        2.01454e-70    
88   0.616          76.8581        1.74541e-71    
89   0.623          78.0939        1.4741e-72     
90   0.63           79.3428        1.21269e-73    
91   0.637          80.6052        9.71053e-75    
92   0.644          81.8815        7.56238e-76    
93   0.651          83.1721        5.72315e-77    
94   0.658          84.4775        4.20528e-78    
95   0.665          85.7981        2.99735e-79    
96   0.672          87.1344        2.07035e-80    
97   0.679          88.4869        1.38443e-81    
98   0.686          89.8561        8.95264e-83    
99   0.693          91.2427        5.59233e-84    
1300           100            0.7            

INFO:
0    0              -9.0225        71.0984        
1    0.007          -6.66671       19.3168        
2    0.014          -4.65298       5.93721        
3    0.021          -2.87566       2.07786        
4    0.028          -1.277         0.819819       
5    0.035          0.181503       0.360382       
6    0.042          1.52819        0.173637       
7    0.049          2.78552        0.0900777      
8    0.056          3.97193        0.0495301      
9    0.063          5.10253        0.0285195      
10   0.07           6.18954        0.0170472      
11   0.077          7.24264        0.0105126      
12   0.084          8.26933        0.00665812     
13   0.091          9.27541        0.00431571     
14   0.098          10.2654        0.00285472     
15   0.105          11.2428        0.0019222      
16   0.112          12.2104        0.00131454     
17   0.119          13.1705        0.000911139    
18   0.126          14.1251        0.000638846    
19   0.133          15.0758        0.000452312    
20   0.14           16.024         0.000322858    
21   0.147          16.9707        0.000232       
22   0.154          17.9171        0.000167613    
23   0.161          18.8639        0.000121613    
24   0.168          19.812         8.85277e-05    
25   0.175          20.7619        6.45999e-05    
26   0.182          21.7142        4.72192e-05    
27   0.189          22.6693        3.45512e-05    
28   0.196          23.6277        2.52945e-05    
29   0.203          24.5898        1.85182e-05    
30   0.21           25.5558        1.3552e-05     
31   0.217          26.526         9.91014e-06    
32   0.224          27.5008        7.23921e-06    
33   0.231          28.4803        5.28097e-06    
34   0.238          29.4647        3.84624e-06    
35   0.245          30.4544        2.79615e-06    
36   0.252          31.4493        2.0286e-06     
37   0.259          32.4499        1.46846e-06    
38   0.266          33.4561        1.06042e-06    
39   0.273          34.4683        7.63797e-07    
40   0.28           35.4864        5.48647e-07    
41   0.287          36.5108        3.92972e-07    
42   0.294          37.5415        2.80623e-07    
43   0.301          38.5788        1.99766e-07    
44   0.308          39.6227        1.41744e-07    
45   0.315          40.6734        1.00234e-07    
46   0.322          41.731         7.0633e-08     
47   0.329          42.7958        4.95939e-08    
48   0.336          43.8678        3.4692e-08     
49   0.343          44.9472        2.41748e-08    
50   0.35           46.0342        1.67796e-08    
51   0.357          47.1288        1.15994e-08    
52   0.364          48.2314        7.98514e-09    
53   0.371          49.3419        5.47358e-09    
54   0.378          50.4607        3.73557e-09    
55   0.385          51.5878        2.538e-09      
56   0.392          52.7233        1.71643e-09    
57   0.399          53.8676        1.15535e-09    
58   0.406          55.0207        7.73935e-10    
59   0.413          56.1829        5.15881e-10    
60   0.42           57.3542        3.42134e-10    
61   0.427          58.5349        2.25733e-10    
62   0.434          59.7252        1.48147e-10    
63   0.441          60.9253        9.67022e-11    
64   0.448          62.1354        6.27724e-11    
65   0.455          63.3557        4.05167e-11    
66   0.462          64.5863        2.60001e-11    
67   0.469          65.8276        1.65856e-11    
68   0.476          67.0797        1.05157e-11    
69   0.483          68.3429        6.62583e-12    
70   0.49           69.6174        4.14826e-12    
71   0.497          70.9035        2.58017e-12    
72   0.504          72.2014        1.59412e-12    
73   0.511          73.5114        9.78154e-13    
74   0.518          74.8337        5.95986e-13    
75   0.525          76.1687        3.6052e-13     
76   0.532          77.5167        2.16475e-13    
77   0.539          78.8779        1.28999e-13    
78   0.546          80.2527        7.62751e-14    
79   0.553          81.6414        4.47408e-14    
80   0.56           83.0443        2.6029e-14     
81   0.567          84.4618        1.50157e-14    
82   0.574          85.8943        8.5876e-15     
83   0.581          87.3422        4.86773e-15    
84   0.588          88.8059        2.73402e-15    
85   0.595          90.2857        1.52119e-15    
86   0.602          91.7822        8.3821e-16     
87   0.609          93.2957        4.57281e-16    
88   0.616          94.8269        2.46914e-16    
89   0.623          96.376         1.31917e-16    
90   0.63           97.9438        6.97124e-17    
91   0.637          99.5308        3.64266e-17    
92   0.644          101.137        1.88135e-17    
93   0.651          102.764        9.60062e-18    
94   0.658          104.412        4.83873e-18    
95   0.665          106.082        2.40758e-18    
96   0.672          107.774        1.18211e-18    
97   0.679          109.489        5.72472e-19    
98   0.686          111.228        2.7331e-19     
99   0.693          112.992        1.28568e-19    
1300           100            0.7            

INFO:
0    0              -10.6307       24.9387        
1    0.007          -8.1739        20.3765        
2    0.014          -6.012         15.1506        
3    0.021          -4.0657        10.8058        
4    0.028          -2.28779       7.55022        
5    0.035          -0.64616       5.23479        
6    0.042          0.883016       3.63403        
7    0.049          2.31881        2.54321        
8    0.056          3.6772         1.80301        
9    0.063          4.97182        1.29876        
10   0.07           6.21428        0.951726       
11   0.077          7.41429        0.70942        
12   0.084          8.57982        0.53742        
13   0.091          9.71727        0.413247       
14   0.098          10.8318        0.322146       
15   0.105          11.9273        0.25432        
16   0.112          13.0073        0.203154       
17   0.119          14.0742        0.164099       
18   0.126          15.1302        0.13397        
19   0.133          16.1772        0.1105         
20   0.14           17.2167        0.0920488      
21   0.147          18.25          0.0774175      
22   0.154          19.2783        0.0657184      
23   0.161          20.3026        0.0562886      
24   0.168          21.3238        0.0486289      
25   0.175          22.3427        0.0423603      
26   0.182          23.36          0.037193       
27   0.189          24.3764        0.0329037      
28   0.196          25.3925        0.0293193      
29   0.203          26.4088        0.0263048      
30   0.21           27.4258        0.0237538      
31   0.217          28.4439        0.0215824      
32   0.224          29.4637        0.0197236      
33   0.231          30.4855        0.018124       
34   0.238          31.5097        0.0167402      
35   0.245          32.5366        0.0155374      
36   0.252          33.5666        0.014487       
37   0.259          34.6           0.0135657      
38   0.266          35.6371        0.0127543      
39   0.273          36.6781        0.0120369      
40   0.28           37.7235        0.0114004      
41   0.287          38.7733        0.0108338      
42   0.294          39.828         0.010328       
43   0.301          40.8876        0.00987516     
44   0.308          41.9525        0.00946894     
45   0.315          43.0229        0.00910387     
46   0.322          44.0989        0.00877538     
47   0.329          45.1808        0.0084796      
48   0.336          46.2688        0.00821328     
49   0.343          47.363         0.00797367     
50   0.35           48.4636        0.00775849     
51   0.357          49.5709        0.00756581     
52   0.364          50.6849        0.00739406     
53   0.371          51.8059        0.00724193     
54   0.378          52.9339        0.00710839     
55   0.385          54.0692        0.00699265     
56   0.392          55.2119        0.00689409     
57   0.399          56.3621        0.00681232     
58   0.406          57.52          0.0067471      
59   0.413          58.6858        0.00669839     
60   0.42           59.8595        0.00666629     
61   0.427          61.0414        0.00665107     
62   0.434          62.2316        0.00665318     
63   0.441          63.4302        0.00667323     
64   0.448          64.6373        0.00671199     
65   0.455          65.8533        0.00677046     
66   0.462          67.0781        0.00684981     
67   0.469          68.312         0.00695147     
68   0.476          69.5552        0.00707712     
69   0.483          70.8077        0.00722873     
70   0.49           72.07          0.00740862     
71   0.497          73.342         0.00761951     
72   0.504          74.6241        0.00786457     
73   0.511          75.9164        0.00814755     
74   0.518          77.2192        0.00847286     
75   0.525          78.5326        0.00884572     
76   0.532          79.8571        0.00927235     
77   0.539          81.1926        0.00976019     
78   0.546          82.5396        0.0103182      
79   0.553          83.8982        0.0109573      
80   0.56           85.2688        0.0116908      
81   0.567          86.6514        0.0125352      
82   0.574          88.0465        0.0135111      
83   0.581          89.4541        0.0146446      
84   0.588          90.8744        0.0159691      
85   0.595          92.3077        0.0175279      
86   0.602          93.754         0.0193786      
87   0.609          95.2133        0.0215991      
88   0.616          96.6855        0.0242973      
89   0.623          98.1705        0.0276277      
90   0.63           99.6677        0.0318193      
91   0.637          101.176        0.0372273      
